2433462095	2161294617|5446672711|1629149511|1740840345|2094946543|2233564922|5537190195|2198038087|2317958131|5450768694|1564058395|2618816527|1699974270
3964196462	5207278942|3962107436|5207048964|3962107643|5207051081|5207051732|5207052545|3962107913|5207051857|5207052054|5207052059|3962107448|3962106480|5207051968|5207052001|3962107598|3964200975|3962107711|5207052022|5207052588|5207051558|3764335715|5207047983|5207048558|5207052420|3930498890|5207051484|5207049560|5207051519
3929207179	3835693591|3929207934|3964196971|3929207380|3930499586|3962107111|3964196490|3927873603|3930498830|3964196934|3930502207|3929207236|3961093162|3962107302|3929207879|3929194407|3929207899|3962107337|3964196489|3930498949|3961093167|3964200499|3930501044|1915718967|3930499640
3184825865	3099520092|3099520180|3081649870|1966257855|3098551544
3892032355	3891819587|3889899053
3927873912	3930501510|3929194455|3930499408|3929194722|3930498628|3927875036|3929194957|3929194697|3929194857|3929194551|3929199724|3927880324|3930498669|3929194695|3927873707|3930498830|3928368303|3930501031|3930499058|3929199956|3929194407|3930498485|3929194343|3927873055|3929194845|3929199918|3927873265|3928368151|3927872840|3929194542|2951303790|3929199757|3930501044|3930498494|3927882870|3930498536|3927873127|1915718967|3927873126|3929194803|3929194987|3929199941|3929199942|3930499136|3927873622|3927873061|3928369258|3930499329|3930498901|3930499280|3930498588|3929195215|3930499177|3927873295|3930498641|3928378046|3927873216|3303972905|3927873252|3930498585|3930507725|3927873331|3929194751|3930499109|3930498949|3927878027|3927873075|3929199555|3930499318|3930507177|3929195089|3930498594
1052444514	1807387671|1048254665|1286296283|1650262600|1684455970|1678316760|1644519664|1345336684|2049642842|1665962310|1363882814|1769176543|1887611983|1893857462|1497863391|1678885903|1849414920|1661751975|1861949720|1631044650|1810768825|1718085517|1772884855|1766238442|1700647704|1401587594|1421544843
5321160445	3917810623
3900386973	5034196625|5036278686|5036278751|3209749880|1016169843|3226940372
1877423111	2857899584|2833678844|2933264111|2933268615|2933268645|2804046510|2117458760|2857920264|1789868731|2842364500|2842335480|2940089503|2839626011|2842418492|1677853317|1238678163|2328646397|1016169843|2857916610|2841053530
3752777957	1928484157|1245239735
1919184243	1661372395|2014428440|1807387671|1048254665|1786968104|1335706665|1406025355|1666389550|1931849280|1625878051|1780731073|2054296163|1678316760|1400609515|1791452844|1264181657|1749988703|2049642842|1665962310|1363882814|1769176543|1800318720|1195157321|1497265082|1757071545|3085323945|1241366847|1813691161|1251950352|1642289104|1661751975|2723218027|1771992627|1962346911|1766238442|1227866577|1712195624|1222653400|2185681094|1296233083|1791973505|1421544843|1769082055|1644850885|1601469710|1286296283|1650262600|1649631910|1642277115|1709640062|1314369782|1441187424|1684455970|1644706147|1805208612|1875685605|2030273547|1653387812|2584451437|1678885903|2161294617|2683207663|1883855067|2217595651|1620647277|1861949720|1916685811|1919240957|1810768825|1718085517|1852116881|1968890851|1433995350|1401587594|1413559105|1402766947
1511854412	2074827815|2012205612|2778014150|1081191780|1415648711|1801580672|1654019311|2162608437|1066378840|1272666933|1900111041|2248282960|1109675244|1782911965|1895959101|1951660855|2138387595|1839617802|1926121995|2027669703|1930042291|1840615934|2091567790|1895381063|1854411831|1863699081|2117480380|1805513687|1891833855|1938373867|3177241335|2257002575|1399466914|2050701335|3216577960|1614138254|1705403854|1915584595|2824235655|2134681592|1142040661|1505788803|1729312827|1820634312|2118310914|1246378884
2958075620	5207282436|2924674352|3928368231|3927873666|5329507729|5207282430|3930499508|5329864188|3929195144|3930499754|3930498901|5207282205|3930499619|3930498669|2952928864|3930499496|3929195216|3928368186|2924664654|5207282733|3930499602|3930499706|3964200975|3927873075|3929195325|3055485823|3929199045|5199421556|3930501883|2951303790|2952979280|5207282109|2924559780|5207282449|1915718967|3930499640|3928368135
2182481072	
1180309574	1857080487
2718701681	1783543665|1842670433|1799559654|2019208460
3035140902	3035144240|1915718967
2925200360	3927873667|3962107302|3928368041|2924782992|2945651790|5199421654|3927873622|3929195144|3964200975|3927873474|3930499605|3930499586|3929195325|3930499677|2946231952|3927873607|5199208990|3928368147|3927873509|3930499496|3927873582|2946330132|3929195215|3929195216|1915718967
2086148873	1729026420|1898183713
1886352780	2885185815|2980930412
2765275612	1783543665|2375878483|2610779571|2105564885
5207048481	3762312467|3762312581|5207282430|5329864188|5207049689|3764380263|5199421485|3281786245|3929199724|3303994575|3963293266|5207049075|3764380287|5199208406|5207282733|3355309884|5199421654|3762311764|5207282833|3764756971|3929199047|3764380301|3764363582|3764815120|3764824070|5207282109|1915718967|5207282449|5207278459
2416843494	2094991961|1269367974|1789481300|1444835431|1913119452|2311745802|1245239735|2840542980
2808723102	
3264066632	2629737043|3243496475|3516870674|2632650291|2635430871|3254584025|3514587924|3223592354|2635436131|3169816840|3516868591|3212766707|3254840201|2630427781|3221697690|3233048552|2635420451|3514590271|2635324991|3169692714|3233069812
5060776364	1269367974|2317943851|1915718967
5072547204	1269367974|2317943851|5073745620|1915718967
3930498890	5207278942|5207052362|3764380322|5207051958|5207048964|5207051081|5207052545|3962107913|5207051857|5207048815|5207052054|3962107734|3962107231|5207051691|5207051449|3962107448|3929195060|3962107337|3962107141|5207052377|3964200975|5207052022|5207052043|5207052588|5207051558|3964196462|5207048558|5207052420|5207049533|5207051032|3962107530
1819875847	1783543665|2025515333|1893470204
